DD/MM/YYYY HH:MM:SS	light(lux)
22/07/2021 19:52:56	1.136
22/07/2021 19:57:56	1.136
22/07/2021 20:02:56	1.136
22/07/2021 20:07:56	1.136
22/07/2021 20:12:56	1.136
22/07/2021 20:17:56	1.136
22/07/2021 20:22:56	1.136
22/07/2021 20:27:56	1.136
22/07/2021 20:32:56	1.136
22/07/2021 20:37:56	1.136
22/07/2021 20:42:56	1.136
22/07/2021 20:47:56	1.136
22/07/2021 20:52:56	1.136
22/07/2021 20:57:56	1.136
22/07/2021 21:02:56	1.136
22/07/2021 21:07:56	1.136
22/07/2021 21:12:56	1.136
22/07/2021 21:17:56	1.136
22/07/2021 21:22:56	1.136
22/07/2021 21:27:56	1.136
22/07/2021 21:32:56	1.136
22/07/2021 21:37:56	1.136
22/07/2021 21:42:56	1.136
22/07/2021 21:47:56	1.136
22/07/2021 21:52:56	1.136
22/07/2021 21:57:56	1.136
22/07/2021 22:02:56	1.136
22/07/2021 22:07:56	1.136
22/07/2021 22:12:56	1.136
22/07/2021 22:17:56	1.136
22/07/2021 22:22:56	1.136
22/07/2021 22:27:56	1.136
22/07/2021 22:32:56	1.136
22/07/2021 22:37:56	1.136
22/07/2021 22:42:56	1.136
22/07/2021 22:47:56	1.136
22/07/2021 22:52:56	1.136
22/07/2021 22:57:56	1.136
22/07/2021 23:02:56	1.136
22/07/2021 23:07:56	1.136
22/07/2021 23:12:56	1.136
22/07/2021 23:17:56	1.136
22/07/2021 23:22:56	1.136
22/07/2021 23:27:56	1.136
22/07/2021 23:32:56	1.136
22/07/2021 23:37:56	1.136
22/07/2021 23:42:56	1.136
22/07/2021 23:47:56	1.136
22/07/2021 23:52:56	1.136
22/07/2021 23:57:56	1.136
23/07/2021 00:02:56	1.136
23/07/2021 00:07:56	1.136
23/07/2021 00:12:56	1.136
23/07/2021 00:17:56	1.136
23/07/2021 00:22:56	1.136
23/07/2021 00:27:56	1.136
23/07/2021 00:32:56	1.136
23/07/2021 00:37:56	1.136
23/07/2021 00:42:56	1.136
23/07/2021 00:47:56	1.136
23/07/2021 00:52:56	1.136
23/07/2021 00:57:56	1.136
23/07/2021 01:02:56	1.136
23/07/2021 01:07:56	1.136
23/07/2021 01:12:56	1.136
23/07/2021 01:17:56	1.136
23/07/2021 01:22:56	1.136
23/07/2021 01:27:56	1.136
23/07/2021 01:32:56	1.136
23/07/2021 01:37:56	1.136
23/07/2021 01:42:56	1.136
23/07/2021 01:47:56	1.136
23/07/2021 01:52:56	1.136
23/07/2021 01:57:56	1.136
23/07/2021 02:02:56	1.136
23/07/2021 02:07:56	1.136
23/07/2021 02:12:56	1.136
23/07/2021 02:17:56	1.136
23/07/2021 02:22:56	1.136
23/07/2021 02:27:56	1.136
23/07/2021 02:32:56	1.136
23/07/2021 02:37:56	1.136
23/07/2021 02:42:56	1.136
23/07/2021 02:47:56	1.136
23/07/2021 02:52:56	1.136
23/07/2021 02:57:56	1.136
23/07/2021 03:02:56	1.136
23/07/2021 03:07:56	1.136
23/07/2021 03:12:56	1.136
23/07/2021 03:17:56	1.136
23/07/2021 03:22:56	1.136
23/07/2021 03:27:56	1.136
23/07/2021 03:32:56	1.136
23/07/2021 03:37:56	1.136
23/07/2021 03:42:56	1.136
23/07/2021 03:47:56	1.136
23/07/2021 03:52:56	1.136
23/07/2021 03:57:56	1.136
23/07/2021 04:02:56	1.136
23/07/2021 04:07:56	1.136
23/07/2021 04:12:56	1.136
23/07/2021 04:17:56	1.136
23/07/2021 04:22:56	1.136
23/07/2021 04:27:56	1.136
23/07/2021 04:32:56	1.136
23/07/2021 04:37:56	1.136
23/07/2021 04:42:56	1.136
23/07/2021 04:47:56	1.136
23/07/2021 04:52:56	1.136
23/07/2021 04:57:56	1.136
23/07/2021 05:02:56	1.136
23/07/2021 05:07:56	1.136
23/07/2021 05:12:56	1.136
23/07/2021 05:17:56	1.136
23/07/2021 05:22:56	1.136
23/07/2021 05:27:56	1.136
23/07/2021 05:32:56	1.136
23/07/2021 05:37:56	1.136
23/07/2021 05:42:56	1.136
23/07/2021 05:47:56	1.136
23/07/2021 05:52:56	1.136
23/07/2021 05:57:56	1.136
23/07/2021 06:02:56	1.136
23/07/2021 06:07:56	1.136
23/07/2021 06:12:56	1.136
23/07/2021 06:17:56	1.136
23/07/2021 06:22:56	1.136
23/07/2021 06:27:56	1.136
23/07/2021 06:32:56	1.136
23/07/2021 06:37:56	1.136
23/07/2021 06:42:56	1.136
23/07/2021 06:47:56	1.136
23/07/2021 06:52:56	1.136
23/07/2021 06:57:56	1.136
23/07/2021 07:02:56	1.136
23/07/2021 07:07:56	1.136
23/07/2021 07:12:56	1.136
23/07/2021 07:17:56	1.136
23/07/2021 07:22:56	1.136
23/07/2021 07:27:56	1.136
23/07/2021 07:32:56	1.136
23/07/2021 07:37:56	1.136
23/07/2021 07:42:56	1.136
23/07/2021 07:47:56	1.136
23/07/2021 07:52:56	1.136
23/07/2021 07:57:56	1.136
23/07/2021 08:02:56	1.136
23/07/2021 08:07:56	1.136
23/07/2021 08:12:56	1.136
23/07/2021 08:17:56	1.136
23/07/2021 08:22:56	1.136
23/07/2021 08:27:56	1.136
23/07/2021 08:32:56	1.136
23/07/2021 08:37:56	1.136
23/07/2021 08:42:56	1.136
23/07/2021 08:47:56	1.136
23/07/2021 08:52:56	1.136
23/07/2021 08:57:56	1.136
23/07/2021 09:02:56	1.136
23/07/2021 09:07:56	1.136
23/07/2021 09:12:56	1.136
23/07/2021 09:17:56	1.136
23/07/2021 09:22:56	1.136
23/07/2021 09:27:56	1.136
23/07/2021 09:32:56	1.136
23/07/2021 09:37:56	1.136
23/07/2021 09:42:56	1.136
23/07/2021 09:47:56	1.136
23/07/2021 09:52:56	1.136
23/07/2021 09:57:56	1.136
23/07/2021 10:02:56	1.136
23/07/2021 10:07:56	1.136
23/07/2021 10:12:56	1.136
23/07/2021 10:17:56	1.136
23/07/2021 10:22:56	1.136
23/07/2021 10:27:56	1.136
23/07/2021 10:32:56	1.136
23/07/2021 10:37:56	1.136
23/07/2021 10:42:56	1.136
23/07/2021 10:47:56	3.407
23/07/2021 10:52:56	1.136
23/07/2021 10:57:56	1.136
23/07/2021 11:02:56	1.136
23/07/2021 11:07:56	1.136
23/07/2021 11:12:56	1.136
23/07/2021 11:17:56	1.136
23/07/2021 11:22:56	1.136
23/07/2021 11:27:56	1.136
23/07/2021 11:32:56	1.136
23/07/2021 11:37:56	1.136
23/07/2021 11:42:56	3.407
23/07/2021 11:47:56	1.136
23/07/2021 11:52:56	1.136
23/07/2021 11:57:56	1.136
23/07/2021 12:02:56	1.136
23/07/2021 12:07:56	1.136
23/07/2021 12:12:56	1.136
23/07/2021 12:17:56	1.136
23/07/2021 12:22:56	1.136
23/07/2021 12:27:56	1.136
23/07/2021 12:32:56	1.136
23/07/2021 12:37:56	1.136
23/07/2021 12:42:56	1.136
23/07/2021 12:47:56	1.136
23/07/2021 12:52:56	1.136
23/07/2021 12:57:56	1.136
23/07/2021 13:02:56	1.136
23/07/2021 13:07:56	1.136
23/07/2021 13:12:56	1.136
23/07/2021 13:17:56	2.271
23/07/2021 13:22:56	5.678
23/07/2021 13:27:56	5.678
23/07/2021 13:32:56	1309.295
23/07/2021 13:37:56	1.136
23/07/2021 13:42:56	1.136
23/07/2021 13:47:56	1018.593
23/07/2021 13:52:56	1127.606
23/07/2021 13:57:56	982.255
23/07/2021 14:02:56	1672.673
23/07/2021 14:07:56	1818.024
23/07/2021 14:12:56	1890.699
23/07/2021 14:17:56	1527.322
23/07/2021 14:22:56	1454.646
23/07/2021 14:27:56	1454.646
23/07/2021 14:32:56	1963.375
23/07/2021 14:37:56	1599.997
23/07/2021 14:42:56	873.242
23/07/2021 14:47:56	25582.921
23/07/2021 14:52:56	27908.538
23/07/2021 14:57:56	18606.071
23/07/2021 15:02:56	18606.071
23/07/2021 15:07:56	2762.806
23/07/2021 15:12:56	2617.455
23/07/2021 15:17:56	2617.455
23/07/2021 15:22:56	14.762
23/07/2021 15:27:56	13.627
23/07/2021 15:32:56	1.136
23/07/2021 15:37:56	1.136
23/07/2021 15:42:56	1.136
23/07/2021 15:47:56	1.136
23/07/2021 15:52:56	1.136
23/07/2021 15:57:56	1.136
23/07/2021 16:02:56	1.136
23/07/2021 16:07:56	5.678
23/07/2021 16:12:56	1.136
23/07/2021 16:17:56	1.136
23/07/2021 16:22:56	1.136
23/07/2021 16:27:56	1.136
23/07/2021 16:32:56	1.136
23/07/2021 16:37:56	1.136
23/07/2021 16:42:56	1.136
23/07/2021 16:47:56	1.136
23/07/2021 16:52:56	1.136
23/07/2021 16:57:56	1.136
23/07/2021 17:02:56	1.136
23/07/2021 17:07:56	1.136
23/07/2021 17:12:56	1.136
23/07/2021 17:17:56	1.136
23/07/2021 17:22:56	1.136
23/07/2021 17:27:56	1.136
23/07/2021 17:32:56	1.136
23/07/2021 17:37:56	1.136
23/07/2021 17:42:56	1.136
23/07/2021 17:47:56	1.136
23/07/2021 17:52:56	1.136
23/07/2021 17:57:56	1.136
23/07/2021 18:02:56	1.136
23/07/2021 18:07:56	1.136
23/07/2021 18:12:56	1.136
23/07/2021 18:17:56	1.136
23/07/2021 18:22:56	1.136
23/07/2021 18:27:56	1.136
23/07/2021 18:32:56	1.136
23/07/2021 18:37:56	1.136
23/07/2021 18:42:56	1.136
23/07/2021 18:47:56	1.136
23/07/2021 18:52:56	1.136
23/07/2021 18:57:56	1.136
23/07/2021 19:02:56	1.136
23/07/2021 19:07:56	1.136
23/07/2021 19:12:56	1.136
23/07/2021 19:17:56	1.136
23/07/2021 19:22:56	1.136
23/07/2021 19:27:56	1.136
23/07/2021 19:32:56	1.136
23/07/2021 19:37:56	1.136
23/07/2021 19:42:56	1.136
23/07/2021 19:47:56	1.136
23/07/2021 19:52:56	1.136
23/07/2021 19:57:56	1.136
23/07/2021 20:02:56	1.136
23/07/2021 20:07:56	1.136
23/07/2021 20:12:56	1.136
23/07/2021 20:17:56	1.136
23/07/2021 20:22:56	1.136
23/07/2021 20:27:56	1.136
23/07/2021 20:32:56	1.136
23/07/2021 20:37:56	1.136
23/07/2021 20:42:56	1.136
23/07/2021 20:47:56	1.136
23/07/2021 20:52:56	1.136
23/07/2021 20:57:56	1.136
23/07/2021 21:02:56	1.136
23/07/2021 21:07:56	1.136
23/07/2021 21:12:56	1.136
23/07/2021 21:17:56	1.136
23/07/2021 21:22:56	1.136
23/07/2021 21:27:56	1.136
23/07/2021 21:32:56	1.136
23/07/2021 21:37:56	1.136
23/07/2021 21:42:56	1.136
23/07/2021 21:47:56	1.136
23/07/2021 21:52:56	1.136
23/07/2021 21:57:56	1.136
23/07/2021 22:02:56	1.136
23/07/2021 22:07:56	1.136
23/07/2021 22:12:56	1.136
23/07/2021 22:17:56	1.136
23/07/2021 22:22:56	1.136
23/07/2021 22:27:56	1.136
23/07/2021 22:32:56	1.136
23/07/2021 22:37:56	1.136
23/07/2021 22:42:56	1.136
23/07/2021 22:47:56	1.136
23/07/2021 22:52:56	1.136
23/07/2021 22:57:56	1.136
23/07/2021 23:02:56	1.136
23/07/2021 23:07:56	1.136
23/07/2021 23:12:56	1.136
23/07/2021 23:17:56	1.136
23/07/2021 23:22:56	1.136
23/07/2021 23:27:56	1.136
23/07/2021 23:32:56	1.136
23/07/2021 23:37:56	1.136
23/07/2021 23:42:56	1.136
23/07/2021 23:47:56	1.136
23/07/2021 23:52:56	1.136
23/07/2021 23:57:56	1.136
24/07/2021 00:02:56	1.136
24/07/2021 00:07:56	1.136
24/07/2021 00:12:56	1.136
24/07/2021 00:17:56	1.136
24/07/2021 00:22:56	1.136
24/07/2021 00:27:56	1.136
24/07/2021 00:32:56	1.136
24/07/2021 00:37:56	1.136
24/07/2021 00:42:56	1.136
24/07/2021 00:47:56	1.136
24/07/2021 00:52:56	1.136
24/07/2021 00:57:56	1.136
24/07/2021 01:02:56	1.136
24/07/2021 01:07:56	1.136
24/07/2021 01:12:56	1.136
24/07/2021 01:17:56	1.136
24/07/2021 01:22:56	1.136
24/07/2021 01:27:56	1.136
24/07/2021 01:32:56	1.136
24/07/2021 01:37:56	1.136
24/07/2021 01:42:56	1.136
24/07/2021 01:47:56	1.136
24/07/2021 01:52:56	1.136
24/07/2021 01:57:56	1.136
24/07/2021 02:02:56	1.136
24/07/2021 02:07:56	1.136
24/07/2021 02:12:56	1.136
24/07/2021 02:17:56	1.136
24/07/2021 02:22:56	1.136
24/07/2021 02:27:56	1.136
24/07/2021 02:32:56	1.136
24/07/2021 02:37:56	1.136
24/07/2021 02:42:56	1.136
24/07/2021 02:47:56	1.136
24/07/2021 02:52:56	1.136
24/07/2021 02:57:56	1.136
24/07/2021 03:02:56	1.136
24/07/2021 03:07:56	1.136
24/07/2021 03:12:56	1.136
24/07/2021 03:17:56	1.136
24/07/2021 03:22:56	1.136
24/07/2021 03:27:56	1.136
24/07/2021 03:32:56	1.136
24/07/2021 03:37:56	1.136
24/07/2021 03:42:56	1.136
24/07/2021 03:47:56	1.136
24/07/2021 03:52:56	1.136
24/07/2021 03:57:56	1.136
24/07/2021 04:02:56	1.136
24/07/2021 04:07:56	1.136
24/07/2021 04:12:56	1.136
24/07/2021 04:17:56	1.136
24/07/2021 04:22:56	1.136
24/07/2021 04:27:56	1.136
24/07/2021 04:32:56	1.136
24/07/2021 04:37:56	1.136
24/07/2021 04:42:56	1.136
24/07/2021 04:47:56	1.136
24/07/2021 04:52:56	1.136
24/07/2021 04:57:56	1.136
24/07/2021 05:02:56	1.136
24/07/2021 05:07:56	1.136
24/07/2021 05:12:56	1.136
24/07/2021 05:17:56	1.136
24/07/2021 05:22:56	1.136
24/07/2021 05:27:56	1.136
24/07/2021 05:32:56	1.136
24/07/2021 05:37:56	1.136
24/07/2021 05:42:56	1.136
24/07/2021 05:47:56	1.136
24/07/2021 05:52:56	1.136
24/07/2021 05:57:56	1.136
24/07/2021 06:02:56	1.136
24/07/2021 06:07:56	1.136
24/07/2021 06:12:56	1.136
24/07/2021 06:17:56	1.136
24/07/2021 06:22:56	1.136
24/07/2021 06:27:56	1.136
24/07/2021 06:32:56	1.136
24/07/2021 06:37:56	1.136
24/07/2021 06:42:56	1.136
24/07/2021 06:47:56	1.136
24/07/2021 06:52:56	1.136
24/07/2021 06:57:56	1.136
24/07/2021 07:02:56	1.136
24/07/2021 07:07:56	1.136
24/07/2021 07:12:56	1.136
24/07/2021 07:17:56	1.136
24/07/2021 07:22:56	1.136
24/07/2021 07:27:56	1.136
24/07/2021 07:32:56	1.136
24/07/2021 07:37:56	1.136
24/07/2021 07:42:56	1.136
24/07/2021 07:47:56	1.136
24/07/2021 07:52:56	1.136
24/07/2021 07:57:56	1.136
24/07/2021 08:02:56	1.136
24/07/2021 08:07:56	1.136
24/07/2021 08:12:56	1.136
24/07/2021 08:17:56	1.136
24/07/2021 08:22:56	1.136
24/07/2021 08:27:56	1.136
24/07/2021 08:32:56	1.136
24/07/2021 08:37:56	1.136
24/07/2021 08:42:56	1.136
24/07/2021 08:47:56	1.136
24/07/2021 08:52:56	1.136
24/07/2021 08:57:56	1.136
24/07/2021 09:02:56	1.136
24/07/2021 09:07:56	1.136
24/07/2021 09:12:56	1.136
24/07/2021 09:17:56	1.136
24/07/2021 09:22:56	1.136
24/07/2021 09:27:56	1.136
24/07/2021 09:32:56	1.136
24/07/2021 09:37:56	1.136
24/07/2021 09:42:56	1.136
24/07/2021 09:47:56	1.136
24/07/2021 09:52:56	1.136
24/07/2021 09:57:56	1.136
24/07/2021 10:02:56	1.136
24/07/2021 10:07:56	1.136
24/07/2021 10:12:56	1.136
24/07/2021 10:17:56	1.136
24/07/2021 10:22:56	1.136
24/07/2021 10:27:56	1.136
24/07/2021 10:32:56	1.136
24/07/2021 10:37:56	1.136
24/07/2021 10:42:56	1.136
24/07/2021 10:47:56	1.136
24/07/2021 10:52:56	1.136
24/07/2021 10:57:56	1.136
24/07/2021 11:02:56	1.136
24/07/2021 11:07:56	2.271
24/07/2021 11:12:56	1.136
24/07/2021 11:17:56	1.136
24/07/2021 11:22:56	1.136
24/07/2021 11:27:56	3.407
24/07/2021 11:32:56	1.136
24/07/2021 11:37:56	1.136
24/07/2021 11:42:56	1.136
24/07/2021 11:47:56	1.136
24/07/2021 11:52:56	1.136
24/07/2021 11:57:56	1.136
24/07/2021 12:02:56	1.136
24/07/2021 12:07:56	1.136
24/07/2021 12:12:56	1.136
24/07/2021 12:17:56	1.136
24/07/2021 12:22:56	1.136
24/07/2021 12:27:56	1.136
24/07/2021 12:32:56	1.136
24/07/2021 12:37:56	12.491
24/07/2021 12:42:56	17443.262
24/07/2021 12:47:56	1.136
24/07/2021 12:52:56	1.136
24/07/2021 12:57:56	1.136
24/07/2021 13:02:56	1.136
24/07/2021 13:07:56	1.136
24/07/2021 13:12:56	1.136
24/07/2021 13:17:56	1.136
24/07/2021 13:22:56	1.136
24/07/2021 13:27:56	1.136
24/07/2021 13:32:56	1.136
24/07/2021 13:37:56	1.136
24/07/2021 13:42:56	1.136
24/07/2021 13:47:56	1.136
24/07/2021 13:52:56	1.136
24/07/2021 13:57:56	1.136
24/07/2021 14:02:56	3.407
24/07/2021 14:07:56	1.136
24/07/2021 14:12:56	3.407
24/07/2021 14:17:56	1.136
24/07/2021 14:22:56	1.136
24/07/2021 14:27:56	1.136
24/07/2021 14:32:56	1.136
24/07/2021 14:37:56	1.136
24/07/2021 14:42:56	1.136
24/07/2021 14:47:56	1.136
24/07/2021 14:52:56	1.136
24/07/2021 14:57:56	1.136
24/07/2021 15:02:56	1.136
24/07/2021 15:07:56	18.169
24/07/2021 15:12:56	17.033
24/07/2021 15:17:56	17.033
24/07/2021 15:22:56	11.356
24/07/2021 15:27:56	1.136
24/07/2021 15:32:56	3.407
24/07/2021 15:37:56	1.136
24/07/2021 15:42:56	1.136
24/07/2021 15:47:56	1.136
24/07/2021 15:52:56	1.136
24/07/2021 15:57:56	1.136
24/07/2021 16:02:56	1.136
24/07/2021 16:07:56	1.136
24/07/2021 16:12:56	1.136
24/07/2021 16:17:56	1.136
24/07/2021 16:22:56	3.407
24/07/2021 16:27:56	1.136
24/07/2021 16:32:56	1.136
24/07/2021 16:37:56	1.136
24/07/2021 16:42:56	1.136
24/07/2021 16:47:56	1.136
24/07/2021 16:52:56	1.136
24/07/2021 16:57:56	1.136
24/07/2021 17:02:56	1.136
24/07/2021 17:07:56	1.136
24/07/2021 17:12:56	1.136
24/07/2021 17:17:56	1.136
24/07/2021 17:22:56	1.136
24/07/2021 17:27:56	1.136
24/07/2021 17:32:56	1.136
24/07/2021 17:37:56	582.540
24/07/2021 17:42:56	1454.646
24/07/2021 17:47:56	1672.673
24/07/2021 17:52:56	4652.369
24/07/2021 17:57:56	6105.880
24/07/2021 18:02:56	6396.582
24/07/2021 18:07:56	5524.476
24/07/2021 18:12:56	4652.369
24/07/2021 18:17:56	6687.284
24/07/2021 18:22:56	7559.390
24/07/2021 18:27:56	8140.795
24/07/2021 18:32:56	8140.795
24/07/2021 18:37:56	7559.390
24/07/2021 18:42:56	6977.986
24/07/2021 18:47:56	7559.390
24/07/2021 18:52:56	8140.795
24/07/2021 18:57:56	8431.497
24/07/2021 19:02:56	8722.199
24/07/2021 19:07:56	8722.199
24/07/2021 19:12:56	169.198
24/07/2021 19:17:56	146.487
24/07/2021 19:22:56	655.215
24/07/2021 19:27:56	464.442
24/07/2021 19:32:56	564.371
24/07/2021 19:37:56	419.020
24/07/2021 19:42:56	269.127
24/07/2021 19:47:56	237.331
24/07/2021 19:52:56	205.535
24/07/2021 19:57:56	110.149
24/07/2021 20:02:56	73.811
24/07/2021 20:07:56	56.778
24/07/2021 20:12:56	64.727
24/07/2021 20:17:56	32.931
24/07/2021 20:22:56	20.440
24/07/2021 20:27:56	13.627
24/07/2021 20:32:56	7.949
24/07/2021 20:37:56	3.407
24/07/2021 20:42:56	2.271
24/07/2021 20:47:56	1.136
24/07/2021 20:52:56	1.136
24/07/2021 20:57:56	1.136
24/07/2021 21:02:56	1.136
24/07/2021 21:07:56	1.136
24/07/2021 21:12:56	1.136
24/07/2021 21:17:56	1.136
24/07/2021 21:22:56	1.136
24/07/2021 21:27:56	1.136
24/07/2021 21:32:56	1.136
24/07/2021 21:37:56	1.136
24/07/2021 21:42:56	1.136
24/07/2021 21:47:56	1.136
24/07/2021 21:52:56	1.136
24/07/2021 21:57:56	1.136
24/07/2021 22:02:56	1.136
24/07/2021 22:07:56	1.136
24/07/2021 22:12:56	1.136
24/07/2021 22:17:56	1.136
24/07/2021 22:22:56	1.136
24/07/2021 22:27:56	1.136
24/07/2021 22:32:56	1.136
24/07/2021 22:37:56	1.136
24/07/2021 22:42:56	1.136
24/07/2021 22:47:56	1.136
24/07/2021 22:52:56	1.136
24/07/2021 22:57:56	1.136
24/07/2021 23:02:56	1.136
24/07/2021 23:07:56	1.136
24/07/2021 23:12:56	1.136
24/07/2021 23:17:56	1.136
24/07/2021 23:22:56	1.136
24/07/2021 23:27:56	1.136
24/07/2021 23:32:56	1.136
24/07/2021 23:37:56	1.136
24/07/2021 23:42:56	1.136
24/07/2021 23:47:56	1.136
24/07/2021 23:52:56	1.136
24/07/2021 23:57:56	1.136
25/07/2021 00:02:56	1.136
25/07/2021 00:07:56	1.136
25/07/2021 00:12:56	1.136
25/07/2021 00:17:56	1.136
25/07/2021 00:22:56	1.136
25/07/2021 00:27:56	1.136
25/07/2021 00:32:56	1.136
25/07/2021 00:37:56	1.136
25/07/2021 00:42:56	1.136
25/07/2021 00:47:56	1.136
25/07/2021 00:52:56	1.136
25/07/2021 00:57:56	1.136
25/07/2021 01:02:56	1.136
25/07/2021 01:07:56	1.136
25/07/2021 01:12:56	1.136
25/07/2021 01:17:56	1.136
25/07/2021 01:22:56	1.136
25/07/2021 01:27:56	1.136
25/07/2021 01:32:56	1.136
25/07/2021 01:37:56	1.136
25/07/2021 01:42:56	1.136
25/07/2021 01:47:56	1.136
25/07/2021 01:52:56	1.136
25/07/2021 01:57:56	1.136
25/07/2021 02:02:56	1.136
25/07/2021 02:07:56	1.136
25/07/2021 02:12:56	1.136
25/07/2021 02:17:56	1.136
25/07/2021 02:22:56	1.136
25/07/2021 02:27:56	1.136
25/07/2021 02:32:56	1.136
25/07/2021 02:37:56	1.136
25/07/2021 02:42:56	1.136
25/07/2021 02:47:56	1.136
25/07/2021 02:52:56	1.136
25/07/2021 02:57:56	1.136
25/07/2021 03:02:56	1.136
25/07/2021 03:07:56	1.136
25/07/2021 03:12:56	1.136
25/07/2021 03:17:56	1.136
25/07/2021 03:22:56	1.136
25/07/2021 03:27:56	1.136
25/07/2021 03:32:56	1.136
25/07/2021 03:37:56	1.136
25/07/2021 03:42:56	1.136
25/07/2021 03:47:56	1.136
25/07/2021 03:52:56	1.136
25/07/2021 03:57:56	1.136
25/07/2021 04:02:56	1.136
25/07/2021 04:07:56	1.136
25/07/2021 04:12:56	1.136
25/07/2021 04:17:56	1.136
25/07/2021 04:22:56	1.136
25/07/2021 04:27:56	1.136
25/07/2021 04:32:56	1.136
25/07/2021 04:37:56	1.136
25/07/2021 04:42:56	1.136
25/07/2021 04:47:56	1.136
25/07/2021 04:52:56	1.136
25/07/2021 04:57:56	1.136
25/07/2021 05:02:56	1.136
25/07/2021 05:07:56	1.136
25/07/2021 05:12:56	1.136
25/07/2021 05:17:56	1.136
25/07/2021 05:22:56	1.136
25/07/2021 05:27:56	1.136
25/07/2021 05:32:56	1.136
25/07/2021 05:37:56	1.136
25/07/2021 05:42:56	1.136
25/07/2021 05:47:56	1.136
25/07/2021 05:52:56	1.136
25/07/2021 05:57:56	1.136
25/07/2021 06:02:56	1.136
25/07/2021 06:07:56	1.136
25/07/2021 06:12:56	1.136
25/07/2021 06:17:56	1.136
25/07/2021 06:22:56	1.136
25/07/2021 06:27:56	1.136
25/07/2021 06:32:56	1.136
25/07/2021 06:37:56	2.271
25/07/2021 06:42:56	3.407
25/07/2021 06:47:56	24.982
25/07/2021 06:52:56	36.338
25/07/2021 06:57:56	45.422
25/07/2021 07:02:56	46.558
