DD/MM/YYYY HH:MM:SS	light(lux)
25/07/2021 06:54:56	1.136
25/07/2021 06:59:56	2.271
25/07/2021 07:04:56	1.136
25/07/2021 07:09:56	1.136
25/07/2021 07:14:56	1.136
25/07/2021 07:19:56	1.136
25/07/2021 07:24:56	1.136
25/07/2021 07:29:56	1.136
25/07/2021 07:34:56	1.136
25/07/2021 07:39:56	1.136
25/07/2021 07:44:56	1.136
25/07/2021 07:49:56	1.136
25/07/2021 07:54:56	1.136
25/07/2021 07:59:56	1.136
25/07/2021 08:04:56	1.136
25/07/2021 08:09:56	1.136
25/07/2021 08:14:56	1.136
25/07/2021 08:19:56	1.136
25/07/2021 08:24:56	1.136
25/07/2021 08:29:56	1.136
25/07/2021 08:34:56	1.136
25/07/2021 08:39:56	1.136
25/07/2021 08:44:56	1.136
25/07/2021 08:49:56	1.136
25/07/2021 08:54:56	1.136
25/07/2021 08:59:56	1.136
25/07/2021 09:04:56	800.566
25/07/2021 09:09:56	2762.806
25/07/2021 09:14:56	4361.667
25/07/2021 09:19:56	4070.965
25/07/2021 09:24:56	4070.965
25/07/2021 09:29:56	3634.912
25/07/2021 09:34:56	3780.263
25/07/2021 09:39:56	3489.561
25/07/2021 09:44:56	3634.912
25/07/2021 09:49:56	3925.614
25/07/2021 09:54:56	3634.912
25/07/2021 09:59:56	3198.859
25/07/2021 10:04:56	3198.859
25/07/2021 10:09:56	400.851
25/07/2021 10:14:56	391.767
25/07/2021 10:19:56	382.682
25/07/2021 10:24:56	382.682
25/07/2021 10:29:56	382.682
25/07/2021 10:34:56	582.540
25/07/2021 10:39:56	6977.986
25/07/2021 10:44:56	6977.986
25/07/2021 10:49:56	6687.284
25/07/2021 10:54:56	4507.018
25/07/2021 10:59:56	1890.699
25/07/2021 11:04:56	39.744
25/07/2021 11:09:56	45.422
25/07/2021 11:14:56	37211.006
25/07/2021 11:19:56	1.136
25/07/2021 11:24:56	1.136
25/07/2021 11:29:56	1.136
25/07/2021 11:34:56	1.136
25/07/2021 11:39:56	1054.931
25/07/2021 11:44:56	69769.642
25/07/2021 11:49:56	74418.605
25/07/2021 11:54:56	46513.473
25/07/2021 11:59:56	3344.210
25/07/2021 12:04:56	6396.582
25/07/2021 12:09:56	1.136
25/07/2021 12:14:56	1.136
25/07/2021 12:19:56	1.136
25/07/2021 12:24:56	1.136
25/07/2021 12:29:56	1.136
25/07/2021 12:34:56	1.136
25/07/2021 12:39:56	1.136
25/07/2021 12:44:56	1.136
25/07/2021 12:49:56	1.136
25/07/2021 12:54:56	1.136
25/07/2021 12:59:56	1.136
25/07/2021 13:04:56	1.136
25/07/2021 13:09:56	1.136
25/07/2021 13:14:56	1.136
25/07/2021 13:19:56	1.136
25/07/2021 13:24:56	1.136
25/07/2021 13:29:56	1.136
25/07/2021 13:34:56	1.136
25/07/2021 13:39:56	1.136
25/07/2021 13:44:56	1.136
25/07/2021 13:49:56	1.136
25/07/2021 13:54:56	1.136
25/07/2021 13:59:56	1.136
25/07/2021 14:04:56	1.136
25/07/2021 14:09:56	1.136
25/07/2021 14:14:56	1.136
25/07/2021 14:19:56	1.136
25/07/2021 14:24:56	1.136
25/07/2021 14:29:56	1.136
25/07/2021 14:34:56	1.136
25/07/2021 14:39:56	1.136
25/07/2021 14:44:56	1.136
25/07/2021 14:49:56	1.136
25/07/2021 14:54:56	1.136
25/07/2021 14:59:56	1.136
25/07/2021 15:04:56	1.136
25/07/2021 15:09:56	1.136
25/07/2021 15:14:56	1.136
25/07/2021 15:19:56	1.136
25/07/2021 15:24:56	1.136
25/07/2021 15:29:56	1.136
25/07/2021 15:34:56	1.136
25/07/2021 15:39:56	1.136
25/07/2021 15:44:56	1.136
25/07/2021 15:49:56	1.136
25/07/2021 15:54:56	509.864
25/07/2021 15:59:56	582.540
25/07/2021 16:04:56	482.611
25/07/2021 16:09:56	137.402
25/07/2021 16:14:56	1236.620
25/07/2021 16:19:56	1054.931
25/07/2021 16:24:56	328.175
25/07/2021 16:29:56	214.620
25/07/2021 16:34:56	328.175
25/07/2021 16:39:56	310.007
25/07/2021 16:44:56	250.958
25/07/2021 16:49:56	237.331
25/07/2021 16:54:56	173.740
25/07/2021 16:59:56	141.944
25/07/2021 17:04:56	123.776
25/07/2021 17:09:56	110.149
25/07/2021 17:14:56	141.944
25/07/2021 17:19:56	160.113
25/07/2021 17:24:56	12792.028
25/07/2021 17:29:56	12792.028
25/07/2021 17:34:56	12792.028
25/07/2021 17:39:56	12792.028
25/07/2021 17:44:56	11629.220
25/07/2021 17:49:56	10466.412
25/07/2021 17:54:56	10466.412
25/07/2021 17:59:56	10466.412
25/07/2021 18:04:56	9303.603
25/07/2021 18:09:56	9012.901
25/07/2021 18:14:56	8431.497
25/07/2021 18:19:56	7559.390
25/07/2021 18:24:56	6977.986
25/07/2021 18:29:56	6396.582
25/07/2021 18:34:56	9303.603
25/07/2021 18:39:56	6977.986
25/07/2021 18:44:56	13954.837
25/07/2021 18:49:56	1163.944
25/07/2021 18:54:56	1236.620
25/07/2021 18:59:56	1163.944
25/07/2021 19:04:56	982.255
25/07/2021 19:09:56	836.904
25/07/2021 19:14:56	691.553
25/07/2021 19:19:56	555.286
25/07/2021 19:24:56	464.442
25/07/2021 19:29:56	428.104
25/07/2021 19:34:56	391.767
25/07/2021 19:39:56	373.598
25/07/2021 19:44:56	355.429
25/07/2021 19:49:56	319.091
25/07/2021 19:54:56	291.838
25/07/2021 19:59:56	241.873
25/07/2021 20:04:56	178.282
25/07/2021 20:09:56	137.402
25/07/2021 20:14:56	112.420
25/07/2021 20:19:56	96.522
25/07/2021 20:24:56	89.709
25/07/2021 20:29:56	68.133
25/07/2021 20:34:56	40.880
25/07/2021 20:39:56	22.711
25/07/2021 20:44:56	12.491
25/07/2021 20:49:56	6.813
25/07/2021 20:54:56	3.407
25/07/2021 20:59:56	1.136
25/07/2021 21:04:56	1.136
25/07/2021 21:09:56	1.136
25/07/2021 21:14:56	2.271
25/07/2021 21:19:56	2.271
25/07/2021 21:24:56	1.136
25/07/2021 21:29:56	1.136
25/07/2021 21:34:56	1.136
25/07/2021 21:39:56	1.136
25/07/2021 21:44:56	1.136
25/07/2021 21:49:56	1.136
25/07/2021 21:54:56	1.136
25/07/2021 21:59:56	2.271
25/07/2021 22:04:56	1.136
25/07/2021 22:09:56	1.136
25/07/2021 22:14:56	1.136
25/07/2021 22:19:56	1.136
25/07/2021 22:24:56	1.136
25/07/2021 22:29:56	1.136
25/07/2021 22:34:56	1.136
25/07/2021 22:39:56	1.136
25/07/2021 22:44:56	1.136
25/07/2021 22:49:56	1.136
25/07/2021 22:54:56	1.136
25/07/2021 22:59:56	1.136
25/07/2021 23:04:56	1.136
25/07/2021 23:09:56	1.136
25/07/2021 23:14:56	1.136
25/07/2021 23:19:56	1.136
25/07/2021 23:24:56	1.136
25/07/2021 23:29:56	1.136
25/07/2021 23:34:56	1.136
25/07/2021 23:39:56	1.136
25/07/2021 23:44:56	1.136
25/07/2021 23:49:56	1.136
25/07/2021 23:54:56	1.136
25/07/2021 23:59:56	1.136
26/07/2021 00:04:56	1.136
26/07/2021 00:09:56	1.136
26/07/2021 00:14:56	1.136
26/07/2021 00:19:56	1.136
26/07/2021 00:24:56	1.136
26/07/2021 00:29:56	1.136
26/07/2021 00:34:56	1.136
26/07/2021 00:39:56	1.136
26/07/2021 00:44:56	1.136
26/07/2021 00:49:56	1.136
26/07/2021 00:54:56	1.136
26/07/2021 00:59:56	1.136
26/07/2021 01:04:56	1.136
26/07/2021 01:09:56	1.136
26/07/2021 01:14:56	1.136
26/07/2021 01:19:56	1.136
26/07/2021 01:24:56	1.136
26/07/2021 01:29:56	1.136
26/07/2021 01:34:56	1.136
26/07/2021 01:39:56	1.136
26/07/2021 01:44:56	1.136
26/07/2021 01:49:56	1.136
26/07/2021 01:54:56	1.136
26/07/2021 01:59:56	1.136
26/07/2021 02:04:56	1.136
26/07/2021 02:09:56	1.136
26/07/2021 02:14:56	1.136
26/07/2021 02:19:56	1.136
26/07/2021 02:24:56	1.136
26/07/2021 02:29:56	1.136
26/07/2021 02:34:56	1.136
26/07/2021 02:39:56	1.136
26/07/2021 02:44:56	1.136
26/07/2021 02:49:56	1.136
26/07/2021 02:54:56	1.136
26/07/2021 02:59:56	1.136
26/07/2021 03:04:56	1.136
26/07/2021 03:09:56	1.136
26/07/2021 03:14:56	1.136
26/07/2021 03:19:56	1.136
26/07/2021 03:24:56	1.136
26/07/2021 03:29:56	1.136
26/07/2021 03:34:56	1.136
26/07/2021 03:39:56	1.136
26/07/2021 03:44:56	1.136
26/07/2021 03:49:56	1.136
26/07/2021 03:54:56	1.136
26/07/2021 03:59:56	1.136
26/07/2021 04:04:56	1.136
26/07/2021 04:09:56	1.136
26/07/2021 04:14:56	1.136
26/07/2021 04:19:56	1.136
26/07/2021 04:24:56	1.136
26/07/2021 04:29:56	1.136
26/07/2021 04:34:56	1.136
26/07/2021 04:39:56	1.136
26/07/2021 04:44:56	1.136
26/07/2021 04:49:56	1.136
26/07/2021 04:54:56	1.136
26/07/2021 04:59:56	1.136
26/07/2021 05:04:56	1.136
26/07/2021 05:09:56	1.136
26/07/2021 05:14:56	1.136
26/07/2021 05:19:56	1.136
26/07/2021 05:24:56	1.136
26/07/2021 05:29:56	1.136
26/07/2021 05:34:56	1.136
26/07/2021 05:39:56	1.136
26/07/2021 05:44:56	1.136
26/07/2021 05:49:56	1.136
26/07/2021 05:54:56	1.136
26/07/2021 05:59:56	3.407
26/07/2021 06:04:56	7.949
26/07/2021 06:09:56	18.169
26/07/2021 06:14:56	36.338
26/07/2021 06:19:56	60.184
26/07/2021 06:24:56	94.251
26/07/2021 06:29:56	128.318
26/07/2021 06:34:56	160.113
26/07/2021 06:39:56	232.789
26/07/2021 06:44:56	237.331
26/07/2021 06:49:56	246.415
26/07/2021 06:54:56	291.838
26/07/2021 06:59:56	337.260
26/07/2021 07:04:56	428.104
26/07/2021 07:09:56	464.442
26/07/2021 07:14:56	428.104
26/07/2021 07:19:56	409.935
26/07/2021 07:24:56	437.189
26/07/2021 07:29:56	446.273
26/07/2021 07:34:56	464.442
26/07/2021 07:39:56	509.864
26/07/2021 07:44:56	582.540
26/07/2021 07:49:56	655.215
26/07/2021 07:54:56	800.566
26/07/2021 07:59:56	764.229
26/07/2021 08:04:56	582.540
26/07/2021 08:09:56	909.580
26/07/2021 08:14:56	1054.931
26/07/2021 08:19:56	1381.971
26/07/2021 08:24:56	1381.971
26/07/2021 08:29:56	1163.944
26/07/2021 08:34:56	982.255
26/07/2021 08:39:56	37211.006
26/07/2021 08:44:56	37211.006
26/07/2021 08:49:56	34885.389
26/07/2021 08:54:56	41862.239
26/07/2021 08:59:56	51164.707
26/07/2021 09:04:56	41862.239
26/07/2021 09:09:56	30234.155
26/07/2021 09:14:56	1309.295
26/07/2021 09:19:56	1381.971
26/07/2021 09:24:56	1381.971
26/07/2021 09:29:56	1454.646
26/07/2021 09:34:56	1672.673
26/07/2021 09:39:56	1527.322
26/07/2021 09:44:56	1527.322
26/07/2021 09:49:56	46513.473
26/07/2021 09:54:56	46513.473
26/07/2021 09:59:56	9303.603
26/07/2021 10:04:56	37211.006
26/07/2021 10:09:56	41862.239
26/07/2021 10:14:56	55815.941
26/07/2021 10:19:56	55815.941
26/07/2021 10:24:56	51164.707
26/07/2021 10:29:56	4943.071
26/07/2021 10:34:56	7559.390
26/07/2021 10:39:56	132.860
26/07/2021 10:44:56	364.513
26/07/2021 10:49:56	68.133
26/07/2021 10:54:56	278.211
26/07/2021 10:59:56	310.007
26/07/2021 11:04:56	98.793
26/07/2021 11:09:56	121.504
26/07/2021 11:14:56	9.084
26/07/2021 11:19:56	130.589
26/07/2021 11:24:56	237.331
26/07/2021 11:29:56	155.571
26/07/2021 11:34:56	6.813
26/07/2021 11:39:56	4.542
26/07/2021 11:44:56	11.356
26/07/2021 11:49:56	7.949
26/07/2021 11:54:56	3.407
26/07/2021 11:59:56	260.042
26/07/2021 12:04:56	464.442
26/07/2021 12:09:56	105.607
26/07/2021 12:14:56	24.982
26/07/2021 12:19:56	46.558
26/07/2021 12:24:56	68.133
26/07/2021 12:29:56	53.371
26/07/2021 12:34:56	30.660
26/07/2021 12:39:56	34885.389
26/07/2021 12:44:56	1381.971
26/07/2021 12:49:56	727.891
26/07/2021 12:54:56	764.229
26/07/2021 12:59:56	727.891
26/07/2021 13:04:56	727.891
26/07/2021 13:09:56	400.851
26/07/2021 13:14:56	85.167
26/07/2021 13:19:56	400.851
26/07/2021 13:24:56	178.282
26/07/2021 13:29:56	255.500
26/07/2021 13:34:56	355.429
26/07/2021 13:39:56	428.104
26/07/2021 13:44:56	78.353
26/07/2021 13:49:56	54.507
26/07/2021 13:54:56	27908.538
26/07/2021 13:59:56	34885.389
26/07/2021 14:04:56	23257.304
26/07/2021 14:09:56	27908.538
26/07/2021 14:14:56	27908.538
26/07/2021 14:19:56	74418.605
26/07/2021 14:24:56	74418.605
26/07/2021 14:29:56	74418.605
26/07/2021 14:34:56	74418.605
26/07/2021 14:39:56	74418.605
26/07/2021 14:44:56	74418.605
26/07/2021 14:49:56	65118.408
26/07/2021 14:54:56	74418.605
26/07/2021 14:59:56	46513.473
26/07/2021 15:04:56	74418.605
26/07/2021 15:09:56	74418.605
26/07/2021 15:14:56	74418.605
26/07/2021 15:19:56	74418.605
26/07/2021 15:24:56	74418.605
26/07/2021 15:29:56	65118.408
26/07/2021 15:34:56	74418.605
26/07/2021 15:39:56	74418.605
26/07/2021 15:44:56	74418.605
26/07/2021 15:49:56	41862.239
26/07/2021 15:54:56	34885.389
26/07/2021 15:59:56	15117.645
26/07/2021 16:04:56	13954.837
26/07/2021 16:09:56	13954.837
26/07/2021 16:14:56	13954.837
26/07/2021 16:19:56	12792.028
26/07/2021 16:24:56	9303.603
26/07/2021 16:29:56	10466.412
26/07/2021 16:34:56	11629.220
26/07/2021 16:39:56	11629.220
26/07/2021 16:44:56	15117.645
26/07/2021 16:49:56	17443.262
26/07/2021 16:54:56	74418.605
26/07/2021 16:59:56	74418.605
26/07/2021 17:04:56	74418.605
26/07/2021 17:09:56	27908.538
26/07/2021 17:14:56	18606.071
26/07/2021 17:19:56	8722.199
26/07/2021 17:24:56	8722.199
26/07/2021 17:29:56	5524.476
26/07/2021 17:34:56	1527.322
26/07/2021 17:39:56	1527.322
26/07/2021 17:44:56	1963.375
26/07/2021 17:49:56	2326.752
26/07/2021 17:54:56	1890.699
26/07/2021 17:59:56	1963.375
26/07/2021 18:04:56	1236.620
26/07/2021 18:09:56	655.215
26/07/2021 18:14:56	491.695
26/07/2021 18:19:56	355.429
26/07/2021 18:24:56	287.295
26/07/2021 18:29:56	273.669
26/07/2021 18:34:56	310.007
26/07/2021 18:39:56	346.344
26/07/2021 18:44:56	391.767
26/07/2021 18:49:56	419.020
26/07/2021 18:54:56	437.189
26/07/2021 18:59:56	473.526
26/07/2021 19:04:56	546.202
26/07/2021 19:09:56	618.878
26/07/2021 19:14:56	691.553
26/07/2021 19:19:56	727.891
26/07/2021 19:24:56	764.229
26/07/2021 19:29:56	764.229
26/07/2021 19:34:56	764.229
26/07/2021 19:39:56	691.553
26/07/2021 19:44:56	655.215
26/07/2021 19:49:56	500.780
26/07/2021 19:54:56	409.935
26/07/2021 19:59:56	337.260
26/07/2021 20:04:56	291.838
26/07/2021 20:09:56	214.620
26/07/2021 20:14:56	173.740
26/07/2021 20:19:56	116.962
26/07/2021 20:24:56	55.642
26/07/2021 20:29:56	36.338
26/07/2021 20:34:56	34.067
26/07/2021 20:39:56	19.304
26/07/2021 20:44:56	7.949
26/07/2021 20:49:56	5.678
26/07/2021 20:54:56	3.407
26/07/2021 20:59:56	1.136
26/07/2021 21:04:56	1.136
26/07/2021 21:09:56	1.136
26/07/2021 21:14:56	1.136
26/07/2021 21:19:56	1.136
26/07/2021 21:24:56	1.136
26/07/2021 21:29:56	1.136
26/07/2021 21:34:56	1.136
26/07/2021 21:39:56	1.136
26/07/2021 21:44:56	1.136
26/07/2021 21:49:56	1.136
26/07/2021 21:54:56	1.136
26/07/2021 21:59:56	1.136
26/07/2021 22:04:56	1.136
26/07/2021 22:09:56	1.136
26/07/2021 22:14:56	1.136
26/07/2021 22:19:56	1.136
26/07/2021 22:24:56	1.136
26/07/2021 22:29:56	1.136
26/07/2021 22:34:56	1.136
26/07/2021 22:39:56	1.136
26/07/2021 22:44:56	1.136
26/07/2021 22:49:56	1.136
26/07/2021 22:54:56	1.136
26/07/2021 22:59:56	1.136
26/07/2021 23:04:56	1.136
26/07/2021 23:09:56	1.136
26/07/2021 23:14:56	1.136
26/07/2021 23:19:56	1.136
26/07/2021 23:24:56	1.136
26/07/2021 23:29:56	1.136
26/07/2021 23:34:56	1.136
26/07/2021 23:39:56	1.136
26/07/2021 23:44:56	1.136
26/07/2021 23:49:56	1.136
26/07/2021 23:54:56	1.136
26/07/2021 23:59:56	1.136
27/07/2021 00:04:56	1.136
27/07/2021 00:09:56	1.136
27/07/2021 00:14:56	1.136
27/07/2021 00:19:56	1.136
27/07/2021 00:24:56	1.136
27/07/2021 00:29:56	1.136
27/07/2021 00:34:56	1.136
27/07/2021 00:39:56	1.136
27/07/2021 00:44:56	1.136
27/07/2021 00:49:56	1.136
27/07/2021 00:54:56	1.136
27/07/2021 00:59:56	1.136
27/07/2021 01:04:56	1.136
27/07/2021 01:09:56	1.136
27/07/2021 01:14:56	1.136
27/07/2021 01:19:56	1.136
27/07/2021 01:24:56	1.136
27/07/2021 01:29:56	1.136
27/07/2021 01:34:56	1.136
27/07/2021 01:39:56	1.136
27/07/2021 01:44:56	1.136
27/07/2021 01:49:56	1.136
27/07/2021 01:54:56	1.136
27/07/2021 01:59:56	1.136
27/07/2021 02:04:56	1.136
27/07/2021 02:09:56	1.136
27/07/2021 02:14:56	1.136
27/07/2021 02:19:56	1.136
27/07/2021 02:24:56	1.136
27/07/2021 02:29:56	1.136
27/07/2021 02:34:56	1.136
27/07/2021 02:39:56	1.136
27/07/2021 02:44:56	1.136
27/07/2021 02:49:56	1.136
27/07/2021 02:54:56	1.136
27/07/2021 02:59:56	1.136
27/07/2021 03:04:56	1.136
27/07/2021 03:09:56	1.136
27/07/2021 03:14:56	1.136
27/07/2021 03:19:56	1.136
27/07/2021 03:24:56	1.136
27/07/2021 03:29:56	1.136
27/07/2021 03:34:56	1.136
27/07/2021 03:39:56	1.136
27/07/2021 03:44:56	1.136
27/07/2021 03:49:56	1.136
27/07/2021 03:54:56	1.136
27/07/2021 03:59:56	1.136
27/07/2021 04:04:56	1.136
27/07/2021 04:09:56	1.136
27/07/2021 04:14:56	1.136
27/07/2021 04:19:56	1.136
27/07/2021 04:24:56	1.136
27/07/2021 04:29:56	1.136
27/07/2021 04:34:56	1.136
27/07/2021 04:39:56	1.136
27/07/2021 04:44:56	1.136
27/07/2021 04:49:56	1.136
27/07/2021 04:54:56	1.136
27/07/2021 04:59:56	1.136
27/07/2021 05:04:56	1.136
27/07/2021 05:09:56	1.136
27/07/2021 05:14:56	1.136
27/07/2021 05:19:56	1.136
27/07/2021 05:24:56	1.136
27/07/2021 05:29:56	1.136
27/07/2021 05:34:56	1.136
27/07/2021 05:39:56	1.136
27/07/2021 05:44:56	1.136
27/07/2021 05:49:56	2.271
27/07/2021 05:54:56	3.407
27/07/2021 05:59:56	9.084
27/07/2021 06:04:56	20.440
27/07/2021 06:09:56	44.287
27/07/2021 06:14:56	82.896
27/07/2021 06:19:56	144.215
27/07/2021 06:24:56	241.873
27/07/2021 06:29:56	337.260
27/07/2021 06:34:56	455.358
27/07/2021 06:39:56	564.371
27/07/2021 06:44:56	764.229
27/07/2021 06:49:56	909.580
27/07/2021 06:54:56	1127.606
27/07/2021 06:59:56	1163.944
27/07/2021 07:04:56	1381.971
27/07/2021 07:09:56	1818.024
27/07/2021 07:14:56	3634.912
27/07/2021 07:19:56	7559.390
27/07/2021 07:24:56	6977.986
27/07/2021 07:29:56	3925.614
27/07/2021 07:34:56	3344.210
27/07/2021 07:39:56	5524.476
27/07/2021 07:44:56	8140.795
27/07/2021 07:49:56	9303.603
27/07/2021 07:54:56	6396.582
27/07/2021 07:59:56	5233.774
27/07/2021 08:04:56	5524.476
27/07/2021 08:09:56	6977.986
27/07/2021 08:14:56	9303.603
27/07/2021 08:19:56	9303.603
27/07/2021 08:24:56	9303.603
27/07/2021 08:29:56	8431.497
27/07/2021 08:34:56	7850.093
27/07/2021 08:39:56	9012.901
27/07/2021 08:44:56	8722.199
27/07/2021 08:49:56	8722.199
27/07/2021 08:54:56	8722.199
27/07/2021 08:59:56	11629.220
27/07/2021 09:04:56	11629.220
27/07/2021 09:09:56	13954.837
27/07/2021 09:14:56	13954.837
27/07/2021 09:19:56	13954.837
27/07/2021 09:24:56	15117.645
27/07/2021 09:29:56	13954.837
27/07/2021 09:34:56	12792.028
27/07/2021 09:39:56	11629.220
27/07/2021 09:44:56	13954.837
27/07/2021 09:49:56	13954.837
27/07/2021 09:54:56	15117.645
27/07/2021 09:59:56	18606.071
27/07/2021 10:04:56	23257.304
27/07/2021 10:09:56	32559.772
27/07/2021 10:14:56	37211.006
27/07/2021 10:19:56	65118.408
27/07/2021 10:24:56	74418.605
27/07/2021 10:29:56	74418.605
27/07/2021 10:34:56	74418.605
27/07/2021 10:39:56	74418.605
27/07/2021 10:44:56	10466.412
27/07/2021 10:49:56	16280.454
27/07/2021 10:54:56	74418.605
27/07/2021 10:59:56	74418.605
27/07/2021 11:04:56	46513.473
27/07/2021 11:09:56	55815.941
27/07/2021 11:14:56	41862.239
27/07/2021 11:19:56	30234.155
27/07/2021 11:24:56	25582.921
27/07/2021 11:29:56	20931.687
27/07/2021 11:34:56	20931.687
27/07/2021 11:39:56	16280.454
27/07/2021 11:44:56	10466.412
27/07/2021 11:49:56	10466.412
27/07/2021 11:54:56	9303.603
27/07/2021 11:59:56	8722.199
27/07/2021 12:04:56	8140.795
27/07/2021 12:09:56	8140.795
27/07/2021 12:14:56	9303.603
27/07/2021 12:19:56	13954.837
27/07/2021 12:24:56	16280.454
27/07/2021 12:29:56	17443.262
27/07/2021 12:34:56	23257.304
27/07/2021 12:39:56	27908.538
27/07/2021 12:44:56	27908.538
27/07/2021 12:49:56	23257.304
27/07/2021 12:54:56	18606.071
27/07/2021 12:59:56	11629.220
27/07/2021 13:04:56	46513.473
27/07/2021 13:09:56	41862.239
27/07/2021 13:14:56	23257.304
27/07/2021 13:19:56	37211.006
27/07/2021 13:24:56	74418.605
27/07/2021 13:29:56	74418.605
27/07/2021 13:34:56	37211.006
27/07/2021 13:39:56	74418.605
27/07/2021 13:44:56	74418.605
27/07/2021 13:49:56	65118.408
27/07/2021 13:54:56	74418.605
27/07/2021 13:59:56	27908.538
27/07/2021 14:04:56	25582.921
27/07/2021 14:09:56	18606.071
27/07/2021 14:14:56	27908.538
27/07/2021 14:19:56	37211.006
27/07/2021 14:24:56	74418.605
27/07/2021 14:29:56	74418.605
27/07/2021 14:34:56	74418.605
27/07/2021 14:39:56	23257.304
27/07/2021 14:44:56	74418.605
27/07/2021 14:49:56	74418.605
27/07/2021 14:54:56	74418.605
27/07/2021 14:59:56	74418.605
27/07/2021 15:04:56	74418.605
27/07/2021 15:09:56	74418.605
27/07/2021 15:14:56	74418.605
27/07/2021 15:19:56	74418.605
27/07/2021 15:24:56	41862.239
27/07/2021 15:29:56	74418.605
27/07/2021 15:34:56	74418.605
27/07/2021 15:39:56	65118.408
27/07/2021 15:44:56	65118.408
27/07/2021 15:49:56	37211.006
27/07/2021 15:54:56	46513.473
27/07/2021 15:59:56	69769.642
27/07/2021 16:04:56	34885.389
27/07/2021 16:09:56	27908.538
27/07/2021 16:14:56	23257.304
27/07/2021 16:19:56	20931.687
27/07/2021 16:24:56	23257.304
27/07/2021 16:29:56	25582.921
27/07/2021 16:34:56	46513.473
27/07/2021 16:39:56	74418.605
27/07/2021 16:44:56	74418.605
27/07/2021 16:49:56	74418.605
27/07/2021 16:54:56	74418.605
27/07/2021 16:59:56	12792.028
27/07/2021 17:04:56	41862.239
27/07/2021 17:09:56	74418.605
27/07/2021 17:14:56	16280.454
27/07/2021 17:19:56	18606.071
27/07/2021 17:24:56	20931.687
27/07/2021 17:29:56	60467.174
27/07/2021 17:34:56	30234.155
27/07/2021 17:39:56	27908.538
27/07/2021 17:44:56	23257.304
27/07/2021 17:49:56	25582.921
27/07/2021 17:54:56	27908.538
27/07/2021 17:59:56	37211.006
27/07/2021 18:04:56	51164.707
27/07/2021 18:09:56	51164.707
27/07/2021 18:14:56	74418.605
27/07/2021 18:19:56	69769.642
27/07/2021 18:24:56	34885.389
27/07/2021 18:29:56	11629.220
27/07/2021 18:34:56	12792.028
27/07/2021 18:39:56	13954.837
27/07/2021 18:44:56	15117.645
27/07/2021 18:49:56	12792.028
27/07/2021 18:54:56	11629.220
27/07/2021 18:59:56	46513.473
27/07/2021 19:04:56	37211.006
27/07/2021 19:09:56	18606.071
27/07/2021 19:14:56	12792.028
27/07/2021 19:19:56	11629.220
27/07/2021 19:24:56	11629.220
27/07/2021 19:29:56	37211.006
27/07/2021 19:34:56	69769.642
27/07/2021 19:39:56	46513.473
27/07/2021 19:44:56	5815.178
27/07/2021 19:49:56	3780.263
27/07/2021 19:54:56	3053.508
27/07/2021 19:59:56	1054.931
27/07/2021 20:04:56	800.566
27/07/2021 20:09:56	655.215
27/07/2021 20:14:56	473.526
27/07/2021 20:19:56	319.091
27/07/2021 20:24:56	187.367
27/07/2021 20:29:56	85.167
27/07/2021 20:34:56	39.744
27/07/2021 20:39:56	26.118
27/07/2021 20:44:56	11.356
27/07/2021 20:49:56	4.542
27/07/2021 20:54:56	2.271
27/07/2021 20:59:56	1.136
27/07/2021 21:04:56	1.136
27/07/2021 21:09:56	1.136
27/07/2021 21:14:56	1.136
27/07/2021 21:19:56	1.136
27/07/2021 21:24:56	1.136
27/07/2021 21:29:56	1.136
27/07/2021 21:34:56	1.136
27/07/2021 21:39:56	1.136
27/07/2021 21:44:56	1.136
27/07/2021 21:49:56	1.136
27/07/2021 21:54:56	1.136
27/07/2021 21:59:56	1.136
27/07/2021 22:04:56	1.136
27/07/2021 22:09:56	1.136
27/07/2021 22:14:56	1.136
27/07/2021 22:19:56	1.136
27/07/2021 22:24:56	1.136
27/07/2021 22:29:56	1.136
27/07/2021 22:34:56	1.136
27/07/2021 22:39:56	1.136
27/07/2021 22:44:56	1.136
27/07/2021 22:49:56	1.136
27/07/2021 22:54:56	1.136
27/07/2021 22:59:56	1.136
27/07/2021 23:04:56	1.136
27/07/2021 23:09:56	1.136
27/07/2021 23:14:56	1.136
27/07/2021 23:19:56	1.136
27/07/2021 23:24:56	1.136
27/07/2021 23:29:56	1.136
27/07/2021 23:34:56	1.136
27/07/2021 23:39:56	1.136
27/07/2021 23:44:56	1.136
27/07/2021 23:49:56	1.136
27/07/2021 23:54:56	1.136
27/07/2021 23:59:56	1.136
28/07/2021 00:04:56	1.136
28/07/2021 00:09:56	1.136
28/07/2021 00:14:56	1.136
28/07/2021 00:19:56	1.136
28/07/2021 00:24:56	1.136
28/07/2021 00:29:56	1.136
28/07/2021 00:34:56	1.136
28/07/2021 00:39:56	1.136
28/07/2021 00:44:56	1.136
28/07/2021 00:49:56	1.136
28/07/2021 00:54:56	1.136
28/07/2021 00:59:56	1.136
28/07/2021 01:04:56	1.136
28/07/2021 01:09:56	1.136
28/07/2021 01:14:56	1.136
28/07/2021 01:19:56	1.136
28/07/2021 01:24:56	1.136
28/07/2021 01:29:56	1.136
28/07/2021 01:34:56	1.136
28/07/2021 01:39:56	1.136
28/07/2021 01:44:56	1.136
28/07/2021 01:49:56	1.136
28/07/2021 01:54:56	1.136
